ens_gene_id	cytoband
ENSG00000257194	12q21.33
ENSG00000258183	12q21.33
ENSG00000257995	12q21.33
ENSG00000257787	12q21.33
ENSG00000197651	12q21.33
ENSG00000196243	12q21.33
ENSG00000083782	12q21.33
ENSG00000139330	12q21.33
ENSG00000139329	12q21.33
ENSG00000011465	12q21.33
ENSG00000258148	12q21.33
ENSG00000258100	12q21.33
ENSG00000274647	12q21.33
ENSG00000277738	12q21.33
ENSG00000258125	12q21.33
ENSG00000258224	12q21.33
ENSG00000257893	12q21.33
ENSG00000257863	12q21.33
ENSG00000257242	12q21.33
ENSG00000133639	12q21.33
ENSG00000245904	12q21.33
ENSG00000239201	12q21.33
ENSG00000199895	12q21.33
ENSG00000277851	12q22
ENSG00000205057	12q22
ENSG00000257127	12q22
ENSG00000266923	12q22
ENSG00000205056	12q22
ENSG00000258262	12q22
ENSG00000214215	12q22
ENSG00000187510	12q22
ENSG00000102189	12q22
ENSG00000258012	12q22
ENSG00000257195	12q22
ENSG00000202534	12q22
ENSG00000257345	12q22
ENSG00000257322	12q22
ENSG00000207365	12q22
ENSG00000270506	12q22
ENSG00000256393	12q22
ENSG00000257746	12q22
ENSG00000257210	12q22
ENSG00000258171	12q22
ENSG00000201502	12q22
ENSG00000257512	12q22
ENSG00000257252	12q22
ENSG00000173598	12q22
ENSG00000177889	12q22
ENSG00000200011	12q22
ENSG00000198015	12q22
ENSG00000243015	12q22
ENSG00000258271	12q22
ENSG00000246985	12q22
ENSG00000120833	12q22
ENSG00000186076	12q22
ENSG00000169372	12q22
ENSG00000258274	12q22
ENSG00000264978	12q22
ENSG00000258303	12q22
ENSG00000257283	12q22
ENSG00000271382	12q22
ENSG00000223126	12q22
ENSG00000257360	12q22
ENSG00000136040	12q22
ENSG00000258035	12q22
ENSG00000258172	12q22
ENSG00000258365	12q22
ENSG00000173588	12q22
ENSG00000244391	12q22
ENSG00000213250	12q22
ENSG00000278916	12q22
ENSG00000257400	12q22
ENSG00000244091	12q22
ENSG00000258357	12q22
ENSG00000236349	12q22
ENSG00000266099	12q22
ENSG00000057704	12q22
ENSG00000257847	12q22
ENSG00000216306	12q22
ENSG00000184752	12q22
ENSG00000120798	12q22
ENSG00000180263	12q22
ENSG00000257121	12q22
ENSG00000237774	12q22
ENSG00000028203	12q22
ENSG00000202470	12q22
ENSG00000257666	12q22
ENSG00000212535	12q22
ENSG00000199172	12q22
ENSG00000265917	12q22
ENSG00000257943	12q22
ENSG00000258313	12q22
ENSG00000222544	12q22
ENSG00000241556	12q22
ENSG00000111142	12q22
ENSG00000136014	12q22
ENSG00000257150	12q22
ENSG00000212448	12q22
ENSG00000074527	12q22
ENSG00000199506	12q22
ENSG00000258343	12q22,12q23.1
ENSG00000258292	12q23.1
ENSG00000139343	12q23.1
ENSG00000165972	12q23.1
ENSG00000139344	12q23.1
ENSG00000084110	12q23.1
ENSG00000257878	12q23.1
ENSG00000111144	12q23.1
ENSG00000257715	12q23.1
ENSG00000258251	12q23.1
ENSG00000277062	12q23.1
ENSG00000283422	12q23.1
ENSG00000111145	12q23.1
ENSG00000258177	12q23.1
ENSG00000059758	12q23.1
ENSG00000201435	12q23.1
ENSG00000257169	12q23.1
ENSG00000258272	12q23.1
ENSG00000252827	12q23.1
ENSG00000188596	12q23.1
ENSG00000258846	12q23.1
ENSG00000139350	12q23.1
ENSG00000202368	12q23.1
ENSG00000258131	12q23.1
ENSG00000257470	12q23.1
ENSG00000279190	12q23.1
ENSG00000257920	12q23.1
ENSG00000255794	12q23.1
ENSG00000221479	12q23.1
ENSG00000273942	12q23.1
ENSG00000274230	12q23.1
ENSG00000275231	12q23.1
ENSG00000273570	12q23.1
ENSG00000275971	12q23.1
ENSG00000274819	12q23.1
ENSG00000251844	12q23.1
ENSG00000278802	12q23.1
ENSG00000276398	12q23.1
ENSG00000279798	12q23.1
ENSG00000207586	12q23.1
ENSG00000277081	12q23.1
ENSG00000257157	12q23.1
ENSG00000257501	12q23.1
ENSG00000206899	12q23.1
ENSG00000265861	12q23.1
ENSG00000263890	12q23.1
ENSG00000258312	12q23.1
ENSG00000257580	12q23.1
ENSG00000201296	12q23.1
ENSG00000227825	12q23.1
ENSG00000245017	12q23.1
ENSG00000257167	12q23.1
ENSG00000120802	12q23.1
ENSG00000225185	12q23.1
ENSG00000075415	12q23.1
ENSG00000212443	12q23.1
ENSG00000166130	12q23.1
ENSG00000120868	12q23.1
ENSG00000185046	12q23.1
ENSG00000258204	12q23.1
ENSG00000257458	12q23.1
ENSG00000202324	12q23.1
ENSG00000258039	12q23.1
ENSG00000180219	12q23.1
ENSG00000214203	12q23.1
ENSG00000279148	12q23.1
ENSG00000111647	12q23.1
ENSG00000280088	12q23.1
ENSG00000257696	12q23.1
ENSG00000238105	12q23.1
ENSG00000266610	12q23.1
ENSG00000257489	12q23.1
ENSG00000221476	12q23.1
ENSG00000075089	12q23.1
ENSG00000166153	12q23.1
ENSG00000206790	12q23.1
ENSG00000136021	12q23.1
ENSG00000179520	12q23.1
ENSG00000012504	12q23.1
ENSG00000271177	12q23.1
ENSG00000139354	12q23.1
ENSG00000257803	12q23.1
ENSG00000151572	12q23.1
ENSG00000257325	12q23.1
ENSG00000258007	12q23.1
ENSG00000258033	12q23.1
ENSG00000256870	12q23.1,12q23.2
ENSG00000207414	12q23.1
ENSG00000241744	12q23.2
ENSG00000120800	12q23.2
ENSG00000120805	12q23.2
ENSG00000257543	12q23.2
ENSG00000222890	12q23.2
ENSG00000239413	12q23.2
ENSG00000206929	12q23.2
ENSG00000202249	12q23.2
ENSG00000252366	12q23.2
ENSG00000166211	12q23.2
ENSG00000196091	12q23.2
ENSG00000257514	12q23.2
ENSG00000274560	12q23.2
ENSG00000111666	12q23.2
ENSG00000199933	12q23.2
ENSG00000139351	12q23.2
ENSG00000111670	12q23.2
ENSG00000222255	12q23.2
ENSG00000258230	12q23.2
ENSG00000201168	12q23.2
ENSG00000222932	12q23.2
ENSG00000223046	12q23.2
ENSG00000252863	12q23.2
ENSG00000258153	12q23.2
ENSG00000136048	12q23.2
ENSG00000257202	12q23.2
ENSG00000241917	12q23.2
ENSG00000258308	12q23.2
ENSG00000258288	12q23.2
ENSG00000120860	12q23.2
ENSG00000257222	12q23.2
ENSG00000075188	12q23.2
ENSG00000281370	12q23.2
ENSG00000185480	12q23.2
ENSG00000183395	12q23.2
ENSG00000281344	12q23.2
ENSG00000264554	12q23.2
ENSG00000258142	12q23.2
ENSG00000283052	12q23.2
ENSG00000017427	12q23.2
ENSG00000257254	12q23.2
ENSG00000258169	12q23.2
ENSG00000171759	12q23.2
ENSG00000282964	12q23.2
ENSG00000139352	12q23.2
ENSG00000257703	12q23.2
ENSG00000257860	12q23.2
ENSG00000179088	12q23.2
ENSG00000257415	12q23.3
ENSG00000257994	12q23.3
ENSG00000257762	12q23.3
ENSG00000136011	12q23.3
ENSG00000212594	12q23.3
ENSG00000257737	12q23.3
ENSG00000257766	12q23.3
ENSG00000257681	12q23.3
ENSG00000111696	12q23.3
ENSG00000257754	12q23.3
ENSG00000257327	12q23.3
ENSG00000214198	12q23.3
ENSG00000166598	12q23.3
ENSG00000204954	12q23.3
ENSG00000139372	12q23.3
ENSG00000120820	12q23.3
ENSG00000216285	12q23.3
ENSG00000111727	12q23.3
ENSG00000120837	12q23.3
ENSG00000199415	12q23.3
ENSG00000257193	12q23.3
ENSG00000198431	12q23.3
ENSG00000257732	12q23.3
ENSG00000213442	12q23.3
ENSG00000255150	12q23.3
ENSG00000171310	12q23.3
ENSG00000258111	12q23.3
ENSG00000279176	12q23.3
ENSG00000264295	12q23.3
ENSG00000136052	12q23.3
ENSG00000222579	12q23.3
ENSG00000257758	12q23.3
ENSG00000151131	12q23.3
ENSG00000136010	12q23.3
ENSG00000257999	12q23.3
ENSG00000136051	12q23.3
ENSG00000136044	12q23.3
ENSG00000235162	12q23.3
ENSG00000257642	12q23.3
ENSG00000257859	12q23.3
ENSG00000257773	12q23.3
ENSG00000257890	12q23.3
ENSG00000074590	12q23.3
ENSG00000257438	12q23.3
ENSG00000257611	12q23.3
ENSG00000136026	12q23.3
ENSG00000258355	12q23.3
ENSG00000277715	12q23.3
ENSG00000238609	12q23.3
ENSG00000166046	12q23.3
ENSG00000013503	12q23.3
ENSG00000257545	12q23.3
ENSG00000111783	12q23.3
ENSG00000257711	12q23.3
ENSG00000257918	12q23.3
ENSG00000111785	12q23.3
ENSG00000257119	12q23.3
ENSG00000240631	12q23.3
ENSG00000260329	12q23.3
ENSG00000151135	12q23.3
ENSG00000120832	12q23.3
ENSG00000008405	12q23.3
ENSG00000257548	12q23.3
ENSG00000257444	12q23.3
ENSG00000151136	12q23.3
ENSG00000200897	12q23.3
ENSG00000222302	12q23.3
ENSG00000257579	12q23.3
ENSG00000222160	12q23.3
ENSG00000136045	12q23.3
ENSG00000240441	12q23.3
ENSG00000110851	12q23.3
ENSG00000258136	12q23.3
ENSG00000187855	12q23.3
ENSG00000257141	12q23.3
ENSG00000274395	12q23.3
ENSG00000257398	12q23.3
ENSG00000257951	12q23.3
ENSG00000257392	12q23.3
ENSG00000257426	12q23.3
ENSG00000258072	12q23.3
ENSG00000257129	12q23.3
ENSG00000075035	12q23.3
ENSG00000257281	12q23.3
ENSG00000174600	12q23.3
ENSG00000247213	12q23.3
ENSG00000198855	12q23.3
ENSG00000075856	12q23.3
ENSG00000136003	12q23.3
ENSG00000183160	12q23.3
ENSG00000110876	12q24.11
ENSG00000257221	12q24.11
ENSG00000110880	12q24.11
ENSG00000238457	12q24.11
ENSG00000200060	12q24.11
ENSG00000273499	12q24.11
ENSG00000084112	12q24.11
ENSG00000280110	12q24.11
ENSG00000274598	12q24.11
ENSG00000207622	12q24.11
ENSG00000110887	12q24.11
ENSG00000166111	12q24.11
ENSG00000201324	12q24.11
ENSG00000279630	12q24.11
ENSG00000135093	12q24.11
ENSG00000256262	12q24.11
ENSG00000212138	12q24.11
ENSG00000189046	12q24.11
ENSG00000076248	12q24.11
ENSG00000256139	12q24.11
ENSG00000076555	12q24.11
ENSG00000139445	12q24.11
ENSG00000174527	12q24.11
ENSG00000256560	12q24.11
ENSG00000255655	12q24.11
ENSG00000110906	12q24.11
ENSG00000151148	12q24.11
ENSG00000139428	12q24.11
ENSG00000200274	12q24.11
ENSG00000110921	12q24.11
ENSG00000200794	12q24.11
ENSG00000139438	12q24.11
ENSG00000255650	12q24.11
ENSG00000111199	12q24.11
ENSG00000263510	12q24.11
ENSG00000139433	12q24.11
ENSG00000256351	12q24.11
ENSG00000241413	12q24.11
ENSG00000249094	12q24.11
ENSG00000139437	12q24.11
ENSG00000139436	12q24.11
ENSG00000277299	12q24.11
ENSG00000280426	12q24.11
ENSG00000076513	12q24.11
ENSG00000174456	12q24.11
ENSG00000277595	12q24.11
ENSG00000279360	12q24.11
ENSG00000122970	12q24.11
ENSG00000174437	12q24.11
ENSG00000276956	12q24.11
ENSG00000196510	12q24.11
ENSG00000258210	12q24.11
ENSG00000258011	12q24.11
ENSG00000111229	12q24.11
ENSG00000111231	12q24.11
ENSG00000241680	12q24.11
ENSG00000204856	12q24.11
ENSG00000111237	12q24.11
ENSG00000202335	12q24.11
ENSG00000278993	12q24.11
ENSG00000151164	12q24.11
ENSG00000196850	12q24.11
ENSG00000204852	12q24.11
ENSG00000263537	12q24.11
ENSG00000122986	12q24.11
ENSG00000186298	12q24.11
ENSG00000279925	12q24.11
ENSG00000257268	12q24.11
ENSG00000241286	12q24.11
ENSG00000173093	12q24.11
ENSG00000111245	12q24.11
ENSG00000185847	12q24.11
ENSG00000258240	12q24.11
ENSG00000111249	12q24.11,12q24.12
ENSG00000273700	12q24.12
ENSG00000253080	12q24.12
ENSG00000198324	12q24.12
ENSG00000257595	12q24.12
ENSG00000257539	12q24.12
ENSG00000111252	12q24.12
ENSG00000204842	12q24.12
ENSG00000272215	12q24.12
ENSG00000238168	12q24.12
ENSG00000258099	12q24.12
ENSG00000089234	12q24.12
ENSG00000273903	12q24.12
ENSG00000258359	12q24.12
ENSG00000111271	12q24.12
ENSG00000257767	12q24.12
ENSG00000111275	12q24.12
ENSG00000274697	12q24.12
ENSG00000234608	12q24.12
ENSG00000089022	12q24.12,12q24.13
ENSG00000244060	12q24.12
ENSG00000229186	12q24.12,12q24.13
ENSG00000226469	12q24.13
ENSG00000198270	12q24.13
ENSG00000258373	12q24.13
ENSG00000257624	12q24.13
ENSG00000089248	12q24.13
ENSG00000274227	12q24.13
ENSG00000111300	12q24.13
ENSG00000266370	12q24.13
ENSG00000258323	12q24.13
ENSG00000200688	12q24.13
ENSG00000135148	12q24.13
ENSG00000200135	12q24.13
ENSG00000173064	12q24.13
ENSG00000257494	12q24.13
ENSG00000201428	12q24.13
ENSG00000213152	12q24.13
ENSG00000257658	12q24.13
ENSG00000089009	12q24.13
ENSG00000179295	12q24.13
ENSG00000089169	12q24.13
ENSG00000283507	12q24.13
ENSG00000089127	12q24.13
ENSG00000257452	12q24.13
ENSG00000111331	12q24.13
ENSG00000111335	12q24.13
ENSG00000258159	12q24.13
ENSG00000242461	12q24.13
ENSG00000135144	12q24.13
ENSG00000111344	12q24.13
ENSG00000186710	12q24.13
ENSG00000199899	12q24.13
ENSG00000123064	12q24.13
ENSG00000276908	12q24.13
ENSG00000201208	12q24.13
ENSG00000139405	12q24.13
ENSG00000257286	12q24.13
ENSG00000166578	12q24.13
ENSG00000186815	12q24.13
ENSG00000277566	12q24.13
ENSG00000274822	12q24.13
ENSG00000089060	12q24.13
ENSG00000151176	12q24.13
ENSG00000135094	12q24.13
ENSG00000139410	12q24.13
ENSG00000089116	12q24.13
ENSG00000257935	12q24.13
ENSG00000249550	12q24.13
ENSG00000257231	12q24.13
ENSG00000122965	12q24.13,12q24.21
ENSG00000257359	12q24.21
ENSG00000257603	12q24.21
ENSG00000257997	12q24.21
ENSG00000257300	12q24.21
ENSG00000257915	12q24.21
ENSG00000257476	12q24.21
ENSG00000089225	12q24.21
ENSG00000255399	12q24.21
ENSG00000222982	12q24.21
ENSG00000255830	12q24.21
ENSG00000258244	12q24.21
ENSG00000258254	12q24.21
ENSG00000199220	12q24.21
ENSG00000135111	12q24.21
ENSG00000257817	12q24.21
ENSG00000252459	12q24.21
ENSG00000257517	12q24.21
ENSG00000283459	12q24.21
ENSG00000274879	12q24.21
ENSG00000257958	12q24.21
ENSG00000257519	12q24.21
ENSG00000271579	12q24.21
ENSG00000276308	12q24.21
ENSG00000276972	12q24.21
ENSG00000257726	12q24.21
ENSG00000258108	12q24.21
ENSG00000258280	12q24.21
ENSG00000257407	12q24.21
ENSG00000241656	12q24.21
ENSG00000240205	12q24.21
ENSG00000257781	12q24.21
ENSG00000257683	12q24.21
ENSG00000200112	12q24.21
ENSG00000123066	12q24.21
ENSG00000258034	12q24.21
ENSG00000200665	12q24.21
ENSG00000207967	12q24.21
ENSG00000257979	12q24.21
ENSG00000258337	12q24.21
ENSG00000258346	12q24.21
ENSG00000264037	12q24.22
ENSG00000258018	12q24.22
ENSG00000196668	12q24.22
ENSG00000258102	12q24.22
ENSG00000275898	12q24.22
ENSG00000258249	12q24.22
ENSG00000257883	12q24.22
ENSG00000257654	12q24.22
ENSG00000111412	12q24.22
ENSG00000135119	12q24.22
ENSG00000239374	12q24.22
ENSG00000201382	12q24.22
ENSG00000275467	12q24.22
ENSG00000135116	12q24.22
ENSG00000240100	12q24.22
ENSG00000174989	12q24.22
ENSG00000274554	12q24.22
ENSG00000257279	12q24.22
ENSG00000277840	12q24.22
ENSG00000088992	12q24.22
ENSG00000258285	12q24.22
ENSG00000135108	12q24.22
ENSG00000089250	12q24.22
ENSG00000257465	12q24.22
ENSG00000171435	12q24.22,12q24.23
ENSG00000255686	12q24.22
ENSG00000256071	12q24.23
ENSG00000111445	12q24.23
ENSG00000277873	12q24.23
ENSG00000176871	12q24.23
ENSG00000276292	12q24.23
ENSG00000176834	12q24.23
ENSG00000274859	12q24.23
ENSG00000089220	12q24.23
ENSG00000135090	12q24.23
ENSG00000240342	12q24.23
ENSG00000270482	12q24.23
ENSG00000111707	12q24.23
ENSG00000275759	12q24.23
ENSG00000275409	12q24.23
ENSG00000255714	12q24.23
ENSG00000241590	12q24.23
ENSG00000256750	12q24.23
ENSG00000255618	12q24.23
ENSG00000255814	12q24.23
ENSG00000199809	12q24.23
ENSG00000256149	12q24.23
ENSG00000201042	12q24.23
ENSG00000139767	12q24.23
ENSG00000244112	12q24.23
ENSG00000256031	12q24.23
ENSG00000257095	12q24.23
ENSG00000256884	12q24.23
ENSG00000152137	12q24.23
ENSG00000256609	12q24.23
ENSG00000213144	12q24.23
ENSG00000256311	12q24.23
ENSG00000281196	12q24.23
ENSG00000183273	12q24.23
ENSG00000248636	12q24.23
ENSG00000224982	12q24.23
ENSG00000252886	12q24.23
ENSG00000111725	12q24.23
ENSG00000122966	12q24.23
ENSG00000255692	12q24.23
ENSG00000279777	12q24.23
ENSG00000226729	12q24.23
ENSG00000135127	12q24.23
ENSG00000278250	12q24.23
ENSG00000255575	12q24.23
ENSG00000111737	12q24.23
ENSG00000277283	12q24.23
ENSG00000089154	12q24.23
ENSG00000266704	12q24.23
ENSG00000089157	12q24.23
ENSG00000255857	12q24.23
ENSG00000089159	12q24.23
ENSG00000275936	12q24.23
ENSG00000240925	12q24.23
ENSG00000123009	12q24.23
ENSG00000202538	12q24.23
ENSG00000200795	12q24.23
ENSG00000089163	12q24.31
ENSG00000252659	12q24.31
ENSG00000170890	12q24.31
ENSG00000135097	12q24.31
ENSG00000239881	12q24.31
ENSG00000256695	12q24.31
ENSG00000111775	12q24.31
ENSG00000111780	12q24.31
ENSG00000170855	12q24.31
ENSG00000257218	12q24.31
ENSG00000219355	12q24.31
ENSG00000111786	12q24.31
ENSG00000088986	12q24.31
ENSG00000248008	12q24.31
ENSG00000278344	12q24.31
ENSG00000110871	12q24.31
ENSG00000222601	12q24.31
ENSG00000241030	12q24.31
ENSG00000022840	12q24.31
ENSG00000167272	12q24.31
ENSG00000242137	12q24.31
ENSG00000256008	12q24.31
ENSG00000157782	12q24.31
ENSG00000110917	12q24.31
ENSG00000256364	12q24.31
ENSG00000277423	12q24.31
ENSG00000276188	12q24.31
ENSG00000175970	12q24.31
ENSG00000256569	12q24.31
ENSG00000122971	12q24.31
ENSG00000255946	12q24.31
ENSG00000157837	12q24.31
ENSG00000213137	12q24.31
ENSG00000231313	12q24.31
ENSG00000244585	12q24.31
ENSG00000241388	12q24.31
ENSG00000135100	12q24.31
ENSG00000157895	12q24.31
ENSG00000135114	12q24.31
ENSG00000283542	12q24.31
ENSG00000256963	12q24.31
ENSG00000279001	12q24.31
ENSG00000201945	12q24.31
ENSG00000223538	12q24.31
ENSG00000089041	12q24.31
ENSG00000257053	12q24.31
ENSG00000274029	12q24.31
ENSG00000135124	12q24.31
ENSG00000110931	12q24.31
ENSG00000089053	12q24.31
ENSG00000258435	12q24.31
ENSG00000170633	12q24.31
ENSG00000089094	12q24.31
ENSG00000256742	12q24.31
ENSG00000252393	12q24.31
ENSG00000276045	12q24.31
ENSG00000139714	12q24.31
ENSG00000188735	12q24.31
ENSG00000139725	12q24.31
ENSG00000212694	12q24.31
ENSG00000272849	12q24.31
ENSG00000274292	12q24.31
ENSG00000139718	12q24.31
ENSG00000158104	12q24.31
ENSG00000256811	12q24.31
ENSG00000278084	12q24.31
ENSG00000110801	12q24.31
ENSG00000256950	12q24.31
ENSG00000283389	12q24.31
ENSG00000239082	12q24.31
ENSG00000158023	12q24.31
ENSG00000255856	12q24.31
ENSG00000110987	12q24.31
ENSG00000256546	12q24.31
ENSG00000175727	12q24.31
ENSG00000158113	12q24.31
ENSG00000204671	12q24.31
ENSG00000176383	12q24.31
ENSG00000184047	12q24.31
ENSG00000256861	12q24.31
ENSG00000139719	12q24.31
ENSG00000280389	12q24.31
ENSG00000130779	12q24.31
ENSG00000256304	12q24.31
ENSG00000214760	12q24.31
ENSG00000257097	12q24.31
ENSG00000033030	12q24.31
ENSG00000252192	12q24.31
ENSG00000275265	12q24.31
ENSG00000111011	12q24.31
ENSG00000184445	12q24.31
ENSG00000255972	12q24.31
ENSG00000274191	12q24.31
ENSG00000256249	12q24.31
ENSG00000182782	12q24.31
ENSG00000255398	12q24.31
ENSG00000196917	12q24.31
ENSG00000256044	12q24.31
ENSG00000139726	12q24.31
ENSG00000206914	12q24.31
ENSG00000130783	12q24.31
ENSG00000130787	12q24.31
ENSG00000139722	12q24.31
ENSG00000256152	12q24.31
ENSG00000280138	12q24.31
ENSG00000150967	12q24.31
ENSG00000111325	12q24.31
ENSG00000256028	12q24.31
ENSG00000182196	12q24.31
ENSG00000090975	12q24.31
ENSG00000265526	12q24.31
ENSG00000251497	12q24.31
ENSG00000280381	12q24.31
ENSG00000051825	12q24.31
ENSG00000280120	12q24.31
ENSG00000130921	12q24.31
ENSG00000235423	12q24.31
ENSG00000111328	12q24.31
ENSG00000269980	12q24.31
ENSG00000199845	12q24.31
ENSG00000139697	12q24.31
ENSG00000207189	12q24.31
ENSG00000256092	12q24.31
ENSG00000183955	12q24.31
ENSG00000150977	12q24.31
ENSG00000270445	12q24.31
ENSG00000184209	12q24.31
ENSG00000188026	12q24.31
ENSG00000274427	12q24.31
ENSG00000278112	12q24.31
ENSG00000266655	12q24.31
ENSG00000247373	12q24.31
ENSG00000086598	12q24.31
ENSG00000111364	12q24.31
ENSG00000206897	12q24.31
ENSG00000111361	12q24.31
ENSG00000111358	12q24.31
ENSG00000279953	12q24.31
ENSG00000278861	12q24.31
ENSG00000168778	12q24.31
ENSG00000255839	12q24.31
ENSG00000185344	12q24.31
ENSG00000239215	12q24.31
ENSG00000280300	12q24.31
ENSG00000197653	12q24.31
ENSG00000119242	12q24.31
ENSG00000270028	12q24.31
ENSG00000250091	12q24.31
ENSG00000270130	12q24.31
ENSG00000270048	12q24.31
ENSG00000269997	12q24.31
ENSG00000269938	12q24.31
ENSG00000270061	12q24.31
ENSG00000270095	12q24.31
ENSG00000179195	12q24.31
ENSG00000178882	12q24.31
ENSG00000274874	12q24.31
ENSG00000256827	12q24.31
ENSG00000275389	12q24.31
ENSG00000256596	12q24.31
ENSG00000196498	12q24.31
ENSG00000275967	12q24.31
ENSG00000255965	12q24.31
ENSG00000214650	12q24.31
ENSG00000279527	12q24.31
ENSG00000279071	12q24.31
ENSG00000280354	12q24.31
ENSG00000279121	12q24.31
ENSG00000279334	12q24.31
ENSG00000280097	12q24.31
ENSG00000278973	12q24.31
ENSG00000280444	12q24.31
ENSG00000279087	12q24.31
ENSG00000279931	12q24.31
ENSG00000073060	12q24.31
ENSG00000252008	12q24.31
ENSG00000150991	12q24.31
ENSG00000265345	12q24.31
ENSG00000241129	12q24.31
ENSG00000150990	12q24.31
ENSG00000184992	12q24.31
ENSG00000280634	12q24.31
ENSG00000256093	12q24.31
ENSG00000081760	12q24.31
ENSG00000279233	12q24.31
ENSG00000256814	12q24.31
ENSG00000280117	12q24.31
ENSG00000139364	12q24.31,12q24.32
ENSG00000279462	12q24.31
ENSG00000280125	12q24.32
ENSG00000280415	12q24.32
ENSG00000271184	12q24.32
ENSG00000249267	12q24.32
ENSG00000256276	12q24.32
ENSG00000275212	12q24.32
ENSG00000256342	12q24.32
ENSG00000280364	12q24.32
ENSG00000280398	12q24.32
ENSG00000280272	12q24.32
ENSG00000256763	12q24.32
ENSG00000255595	12q24.32
ENSG00000256494	12q24.32
ENSG00000256927	12q24.32
ENSG00000214043	12q24.32
ENSG00000256125	12q24.32
ENSG00000255853	12q24.32
ENSG00000256310	12q24.32
ENSG00000256732	12q24.32
ENSG00000255900	12q24.32
ENSG00000255944	12q24.32
ENSG00000278866	12q24.32
ENSG00000279171	12q24.32
ENSG00000255998	12q24.32
ENSG00000189238	12q24.32
ENSG00000256128	12q24.32
ENSG00000255923	12q24.32
ENSG00000249873	12q24.32
ENSG00000256286	12q24.32
ENSG00000257021	12q24.32
ENSG00000249345	12q24.32
ENSG00000256001	12q24.32
ENSG00000278266	12q24.32
ENSG00000256292	12q24.32
ENSG00000256496	12q24.32
ENSG00000253089	12q24.32
ENSG00000256362	12q24.32
ENSG00000256502	12q24.32
ENSG00000280024	12q24.32
ENSG00000279952	12q24.32
ENSG00000255945	12q24.32
ENSG00000199584	12q24.32
ENSG00000257035	12q24.32
ENSG00000256022	12q24.32
ENSG00000256922	12q24.32
ENSG00000279475	12q24.32
ENSG00000255757	12q24.32
ENSG00000256597	12q24.32
ENSG00000256193	12q24.32
ENSG00000256971	12q24.32
ENSG00000256643	12q24.32
ENSG00000256551	12q24.32
ENSG00000256659	12q24.32
ENSG00000276487	12q24.32
ENSG00000265061	12q24.32
ENSG00000181234	12q24.32,12q24.33
ENSG00000279180	12q24.32
ENSG00000265635	12q24.32
ENSG00000257025	12q24.32
ENSG00000256630	12q24.32
ENSG00000139370	12q24.33
ENSG00000279500	12q24.33
ENSG00000274695	12q24.33
ENSG00000151948	12q24.33
ENSG00000255838	12q24.33
ENSG00000256581	12q24.33
ENSG00000151952	12q24.33
ENSG00000249196	12q24.33
ENSG00000277217	12q24.33
ENSG00000256699	12q24.33
ENSG00000280051	12q24.33
ENSG00000256085	12q24.33
ENSG00000256137	12q24.33
ENSG00000280196	12q24.33
ENSG00000251536	12q24.33
ENSG00000261650	12q24.33
ENSG00000214039	12q24.33
ENSG00000256298	12q24.33
ENSG00000256906	12q24.33
ENSG00000279193	12q24.33
ENSG00000276122	12q24.33
ENSG00000250208	12q24.33
ENSG00000280405	12q24.33
ENSG00000111432	12q24.33
ENSG00000242963	12q24.33
ENSG00000259862	12q24.33
ENSG00000125207	12q24.33
ENSG00000279343	12q24.33
ENSG00000279478	12q24.33
ENSG00000060709	12q24.33
ENSG00000256064	12q24.33
ENSG00000279905	12q24.33
ENSG00000279146	12q24.33
ENSG00000256725	12q24.33
ENSG00000256343	12q24.33
ENSG00000279650	12q24.33
ENSG00000111450	12q24.33
ENSG00000256250	12q24.33
ENSG00000256299	12q24.33
ENSG00000222438	12q24.33
ENSG00000132341	12q24.33
ENSG00000206850	12q24.33
ENSG00000111452	12q24.33
ENSG00000279940	12q24.33
ENSG00000279976	12q24.33
ENSG00000280200	12q24.33
ENSG00000256204	12q24.33
ENSG00000279581	12q24.33
ENSG00000280002	12q24.33
ENSG00000256151	12q24.33
ENSG00000279128	12q24.33
ENSG00000279993	12q24.33
ENSG00000256810	12q24.33
ENSG00000204603	12q24.33
ENSG00000280217	12q24.33
ENSG00000226356	12q24.33
ENSG00000279746	12q24.33
ENSG00000248703	12q24.33
ENSG00000212251	12q24.33
ENSG00000230294	12q24.33
ENSG00000256484	12q24.33
ENSG00000280319	12q24.33
ENSG00000275232	12q24.33
ENSG00000256209	12q24.33
ENSG00000279388	12q24.33
ENSG00000255704	12q24.33
ENSG00000279455	12q24.33
ENSG00000256258	12q24.33
ENSG00000279153	12q24.33
ENSG00000256424	12q24.33
ENSG00000212154	12q24.33
ENSG00000249926	12q24.33
ENSG00000243499	12q24.33
ENSG00000061936	12q24.33
ENSG00000255933	12q24.33
ENSG00000200516	12q24.33
ENSG00000200483	12q24.33
ENSG00000198598	12q24.33
ENSG00000256955	12q24.33
ENSG00000177169	12q24.33
ENSG00000279283	12q24.33
ENSG00000255992	12q24.33
ENSG00000177192	12q24.33
ENSG00000273568	12q24.33
ENSG00000183495	12q24.33
ENSG00000208892	12q24.33
ENSG00000257000	12q24.33
ENSG00000274670	12q24.33
ENSG00000185684	12q24.33
ENSG00000279640	12q24.33
ENSG00000256804	12q24.33
ENSG00000185163	12q24.33
ENSG00000184967	12q24.33
ENSG00000276693	12q24.33
ENSG00000256576	12q24.33
ENSG00000256312	12q24.33
ENSG00000182870	12q24.33
ENSG00000279480	12q24.33
